1.30000 0.00000 0.44597 0.92134 1.46868 0.38732 -0.30064 1.42209
0.30000 1.00000 0.14470 0.52767 -0.19893 -0.48106 0.23553 0.71897
0.40000 1.00000 0.19335 -2.43492 0.93508 -0.84301 0.76882 0.64626
0.60000 1.00000 0.31710 1.09168 -1.17407 -1.28900 -0.16277 0.25103
1.40000 1.00000 1.11533 0.26903 -0.25050 -0.04728 0.24169 0.62639
0.50000 1.00000 0.16171 -0.40718 -0.24986 2.25739 0.19169 -0.47253
0.20000 0.00000 0.05961 -0.89582 0.40151 1.51908 0.85713 0.76939
1.00000 0.00000 0.33260 0.88750 0.22000 1.57460 -0.77540 0.34704
1.30000 0.00000 0.00195 1.15611 -0.04505 -0.04415 -1.11234 0.71982
1.00000 0.00000 0.01565 -1.02893 0.26054 -0.60382 -1.79778 -0.50641
0.70000 1.00000 0.02827 -0.10821 -0.22900 -0.47951 -0.83360 -0.35057
0.50000 0.00000 0.11134 0.75743 0.27022 -1.11285 -1.88328 0.24052
0.50000 1.00000 0.23307 -0.73163 -1.11701 -1.88351 0.63985 0.26440
0.50000 0.00000 0.46719 1.11830 0.49702 -0.79177 -1.72034 1.04646
0.60000 1.00000 0.24563 0.56646 0.95126 -0.91701 -0.44642 0.09824
0.90000 1.00000 0.05871 -0.41999 1.79685 0.28401 0.92351 -0.90892
0.60000 1.00000 0.08836 0.01799 1.75992 0.39042 0.70364 -0.53677
1.70000 1.00000 0.36947 -0.04147 0.11683 0.06636 0.02421 0.51301
1.10000 0.00000 0.51183 0.30241 -0.38871 1.34597 0.90850 0.25512
1.70000 0.00000 0.16121 0.44554 1.74076 -1.43743 0.64565 -0.44222
1.30000 1.00000 0.42773 0.39287 0.65736 0.18713 1.10431 -1.26736
1.00000 0.00000 0.05254 2.98032 0.68686 -0.07477 -1.35132 -0.50287
0.60000 0.00000 0.41315 0.97496 -1.26635 0.24264 -1.40506 -0.38491
0.80000 0.00000 0.43950 1.13022 0.03395 0.30193 -0.72229 -0.51165
0.60000 1.00000 0.01079 1.11562 0.46992 2.51486 1.25344 -0.62116
0.40000 0.00000 0.07301 -0.73668 0.52808 0.19908 0.12942 -0.51382
0.10000 1.00000 0.06663 -1.06800 -0.08313 -0.77648 -0.31307 0.65154
0.80000 1.00000 0.51757 0.39930 -0.81936 0.64250 0.34055 -0.50172
0.60000 0.00000 0.47454 -0.42071 0.98375 0.97604 -1.06839 0.55794
0.70000 1.00000 0.02985 -1.47367 -1.10913 -0.17429 1.06238 -1.35208
0.30000 1.00000 0.03890 0.67639 -0.17650 -1.05418 1.04648 0.98573
0.10000 1.00000 0.00726 -0.89660 1.22064 -0.03314 -0.87043 1.74648
0.10000 1.00000 0.05745 -1.00164 -0.77299 -0.27136 -1.11059 -0.12033
0.60000 0.00000 0.43230 0.61817 -1.17585 1.80168 2.35349 -2.64719
0.20000 1.00000 0.19672 -2.34934 1.74903 0.19579 0.74499 0.49927
0.50000 1.00000 0.26081 1.09146 -0.98755 0.55588 0.67589 0.71530
1.00000 1.00000 0.19376 -0.05537 1.30176 2.35632 -0.58640 0.88057
1.60000 1.00000 0.59609 -0.19218 0.25422 0.56295 1.16430 0.50544
0.60000 0.00000 0.31745 1.00142 1.78006 -0.98560 -1.27327 0.52932
1.00000 0.00000 0.31886 1.60928 -0.18977 -0.19450 1.51063 -0.25070
2.90000 0.00000 0.92837 0.48110 -0.47708 1.09426 -0.65064 -1.68070
0.80000 0.00000 0.07612 0.52733 1.46171 -0.68936 -0.95469 0.80961
0.40000 1.00000 0.15478 0.44765 -0.54628 -3.57934 -0.13035 0.12094
0.20000 0.00000 0.03897 -0.55390 -0.53403 -0.36843 2.93047 -0.03581
2.30000 0.00000 0.36858 0.09138 1.23911 0.51697 -0.09623 -0.98652
1.70000 0.00000 1.28175 0.45652 0.47902 0.62320 -0.11598 -0.97398
0.20000 1.00000 0.04408 -1.60754 -0.09716 1.03384 1.24208 0.03455
1.50000 0.00000 0.34923 0.38125 1.87610 -2.07352 0.31426 -1.16345
1.00000 1.00000 0.36789 1.46017 0.10527 -0.64691 -0.00572 1.01222
1.20000 1.00000 0.27526 0.87532 0.50527 0.19617 -0.22240 1.83177
0.20000 1.00000 0.01759 -1.56131 -0.38057 0.51626 -1.19473 0.24104
0.30000 1.00000 0.14305 -0.85393 0.13414 -0.21967 -0.00786 0.76619
1.60000 1.00000 0.30361 -2.07852 0.67085 0.38355 1.40653 -0.87709
1.40000 0.00000 0.41447 0.01033 1.17440 -0.00776 -1.44083 -1.77573
0.40000 0.00000 0.27389 0.20809 -0.14882 -0.24356 2.15836 -0.45128
