LNS14000000Q,1975,Q02,8.9
LNS14000000Q,1975,Q03,8.5
LNS14000000Q,1975,Q04,8.3
LNS14000000Q,1976,Q01,7.7
LNS14000000Q,1976,Q02,7.6
LNS14000000Q,1976,Q03,7.7
LNS14000000Q,1976,Q04,7.8
LNS14000000Q,1977,Q01,7.5
LNS14000000Q,1977,Q02,7.1
LNS14000000Q,1977,Q03,6.9
LNS14000000Q,1977,Q04,6.6
LNS14000000Q,1978,Q01,6.3
LNS14000000Q,1978,Q02,6.0
LNS14000000Q,1978,Q03,6.0
LNS14000000Q,1978,Q04,5.9
LNS14000000Q,1979,Q01,5.9
LNS14000000Q,1979,Q02,5.7
LNS14000000Q,1979,Q03,5.9
LNS14000000Q,1979,Q04,5.9
LNS14000000Q,1980,Q01,6.3
LNS14000000Q,1980,Q02,7.3
LNS14000000Q,1980,Q03,7.7
LNS14000000Q,1980,Q04,7.4
LNS14000000Q,1981,Q01,7.4
LNS14000000Q,1981,Q02,7.4
LNS14000000Q,1981,Q03,7.4
LNS14000000Q,1981,Q04,8.2
LNS14000000Q,1982,Q01,8.8
LNS14000000Q,1982,Q02,9.4
LNS14000000Q,1982,Q03,9.9
LNS14000000Q,1982,Q04,10.7
LNS14000000Q,1983,Q01,10.4
LNS14000000Q,1983,Q02,10.1
LNS14000000Q,1983,Q03,9.4
LNS14000000Q,1983,Q04,8.5
LNS14000000Q,1984,Q01,7.9
LNS14000000Q,1984,Q02,7.5
LNS14000000Q,1984,Q03,7.4
LNS14000000Q,1984,Q04,7.3
LNS14000000Q,1985,Q01,7.3
LNS14000000Q,1985,Q02,7.3
LNS14000000Q,1985,Q03,7.2
LNS14000000Q,1985,Q04,7.0
LNS14000000Q,1986,Q01,7.0
LNS14000000Q,1986,Q02,7.2
LNS14000000Q,1986,Q03,7.0
LNS14000000Q,1986,Q04,6.8
LNS14000000Q,1987,Q01,6.6
LNS14000000Q,1987,Q02,6.3
LNS14000000Q,1987,Q03,6.0
LNS14000000Q,1987,Q04,5.9
LNS14000000Q,1988,Q01,5.7
LNS14000000Q,1988,Q02,5.5
LNS14000000Q,1988,Q03,5.5
LNS14000000Q,1988,Q04,5.3
LNS14000000Q,1989,Q01,5.2
LNS14000000Q,1989,Q02,5.2
LNS14000000Q,1989,Q03,5.3
LNS14000000Q,1989,Q04,5.4
LNS14000000Q,1990,Q01,5.3
LNS14000000Q,1990,Q02,5.3
LNS14000000Q,1990,Q03,5.7
LNS14000000Q,1990,Q04,6.1
LNS14000000Q,1991,Q01,6.6
LNS14000000Q,1991,Q02,6.8
LNS14000000Q,1991,Q03,6.9
LNS14000000Q,1991,Q04,7.1
LNS14000000Q,1992,Q01,7.4
LNS14000000Q,1992,Q02,7.6
LNS14000000Q,1992,Q03,7.6
LNS14000000Q,1992,Q04,7.4
LNS14000000Q,1993,Q01,7.2
LNS14000000Q,1993,Q02,7.1
LNS14000000Q,1993,Q03,6.8
LNS14000000Q,1993,Q04,6.6
LNS14000000Q,1994,Q01,6.6
LNS14000000Q,1994,Q02,6.2
LNS14000000Q,1994,Q03,6.0
LNS14000000Q,1994,Q04,5.6
LNS14000000Q,1995,Q01,5.5
LNS14000000Q,1995,Q02,5.7
LNS14000000Q,1995,Q03,5.7
LNS14000000Q,1995,Q04,5.6
LNS14000000Q,1996,Q01,5.5
LNS14000000Q,1996,Q02,5.5
LNS14000000Q,1996,Q03,5.3
LNS14000000Q,1996,Q04,5.3
LNS14000000Q,1997,Q01,5.2
LNS14000000Q,1997,Q02,5.0
LNS14000000Q,1997,Q03,4.9
LNS14000000Q,1997,Q04,4.7
LNS14000000Q,1998,Q01,4.6
LNS14000000Q,1998,Q02,4.4
LNS14000000Q,1998,Q03,4.5
LNS14000000Q,1998,Q04,4.4
LNS14000000Q,1999,Q01,4.3
LNS14000000Q,1999,Q02,4.3
LNS14000000Q,1999,Q03,4.2
LNS14000000Q,1999,Q04,4.1
LNS14000000Q,2000,Q01,4.0
LNS14000000Q,2000,Q02,3.9
LNS14000000Q,2000,Q03,4.0
LNS14000000Q,2000,Q04,3.9
LNS14000000Q,2001,Q01,4.2
LNS14000000Q,2001,Q02,4.4
LNS14000000Q,2001,Q03,4.8
LNS14000000Q,2001,Q04,5.5
LNS14000000Q,2002,Q01,5.7
LNS14000000Q,2002,Q02,5.8
LNS14000000Q,2002,Q03,5.7
LNS14000000Q,2002,Q04,5.8
LNS14000000Q,2003,Q01,5.9
LNS14000000Q,2003,Q02,6.2
LNS14000000Q,2003,Q03,6.1
LNS14000000Q,2003,Q04,5.8
LNS14000000Q,2004,Q01,5.7
LNS14000000Q,2004,Q02,5.6
LNS14000000Q,2004,Q03,5.4
LNS14000000Q,2004,Q04,5.4
LNS14000000Q,2005,Q01,5.3
LNS14000000Q,2005,Q02,5.1
LNS14000000Q,2005,Q03,5.0
LNS14000000Q,2005,Q04,4.9
LNS14000000Q,2006,Q01,4.7
LNS14000000Q,2006,Q02,4.7
LNS14000000Q,2006,Q03,4.7
LNS14000000Q,2006,Q04,4.4
LNS14000000Q,2007,Q01,4.5
LNS14000000Q,2007,Q02,4.5
LNS14000000Q,2007,Q03,4.7
LNS14000000Q,2007,Q04,4.8
LNS14000000Q,2008,Q01,4.9
LNS14000000Q,2008,Q02,5.4
LNS14000000Q,2008,Q03,6.0
LNS14000000Q,2008,Q04,6.9
LNS14000000Q,2009,Q01,8.1
LNS14000000Q,2009,Q02,9.2
LNS14000000Q,2009,Q03,9.6

