Date,Open,High,Low,Close,Volume,Adj Close
2010-01-05,1132.66,1136.63,1129.66,1136.52,2491020000,1136.52
2010-01-04,1116.56,1133.87,1116.56,1132.99,3991400000,1132.99
2009-12-31,1126.60,1127.64,1114.81,1115.10,2076990000,1115.10
2009-12-30,1125.53,1126.42,1121.94,1126.42,2277300000,1126.42
2009-12-29,1128.55,1130.38,1126.08,1126.20,2491020000,1126.20
2009-12-28,1127.53,1130.38,1123.51,1127.78,2716400000,1127.78
2009-12-24,1121.08,1126.48,1121.08,1126.48,1267710000,1126.48
2009-12-23,1118.84,1121.58,1116.00,1120.59,3166870000,1120.59
2009-12-22,1114.51,1120.27,1114.51,1118.02,3641130000,1118.02
2009-12-21,1105.31,1117.68,1105.31,1114.05,3977340000,1114.05
2009-12-18,1097.86,1103.74,1093.88,1102.47,6325890000,1102.47
2009-12-17,1106.36,1106.36,1095.88,1096.08,7615070400,1096.08
2009-12-16,1108.61,1116.21,1107.96,1109.18,4829820000,1109.18
2009-12-15,1114.11,1114.11,1105.35,1107.93,5045100000,1107.93
2009-12-14,1107.84,1114.76,1107.84,1114.11,4548490000,1114.11
2009-12-11,1103.96,1108.50,1101.34,1106.41,3791090000,1106.41
2009-12-10,1098.69,1106.25,1098.69,1102.35,3996490000,1102.35
2009-12-09,1091.07,1097.04,1085.89,1095.95,4115410000,1095.95
2009-12-08,1103.04,1103.04,1088.61,1091.94,4748030000,1091.94
2009-12-07,1105.52,1110.72,1100.83,1103.25,4103360000,1103.25
2009-12-04,1100.43,1119.13,1096.52,1105.98,5781140000,1105.98
2009-12-03,1110.59,1117.28,1098.74,1099.92,4810030000,1099.92
2009-12-02,1109.03,1115.58,1105.29,1109.24,3941340000,1109.24
2009-12-01,1098.89,1112.28,1098.89,1108.86,4249310000,1108.86
2009-11-30,1091.07,1097.24,1086.25,1095.63,3895520000,1095.63
2009-11-27,1105.47,1105.47,1083.74,1091.49,2362910000,1091.49
2009-11-25,1106.49,1111.18,1104.75,1110.63,3036350000,1110.63
2009-11-24,1105.83,1107.56,1097.63,1105.65,3700820000,1105.65
2009-11-23,1094.86,1112.38,1094.86,1106.24,3827920000,1106.24
2009-11-20,1094.66,1094.66,1086.81,1091.38,3751230000,1091.38
2009-11-19,1106.44,1106.44,1088.40,1094.90,4178030000,1094.90
2009-11-18,1109.44,1111.10,1102.70,1109.80,4293340000,1109.80
2009-11-17,1109.22,1110.52,1102.19,1110.32,3824070000,1110.32
2009-11-16,1094.13,1113.69,1094.13,1109.30,4565850000,1109.30
2009-11-13,1087.59,1097.79,1085.33,1093.48,3792610000,1093.48
2009-11-12,1098.31,1101.97,1084.90,1087.24,4160250000,1087.24
2009-11-11,1096.04,1105.37,1093.81,1098.51,4286700000,1098.51
2009-11-10,1091.86,1096.42,1087.40,1093.01,4394770000,1093.01
2009-11-09,1072.31,1093.19,1072.31,1093.08,4460030000,1093.08
2009-11-06,1064.95,1071.48,1059.32,1069.30,4277130000,1069.30
2009-11-05,1047.30,1066.65,1047.30,1066.63,4848350000,1066.63
2009-11-04,1047.14,1061.00,1045.15,1046.50,5635510000,1046.50
2009-11-03,1040.92,1046.36,1033.94,1045.41,5487500000,1045.41
2009-11-02,1036.18,1052.18,1029.38,1042.88,6202640000,1042.88
2009-10-30,1065.41,1065.41,1033.38,1036.19,6512420000,1036.19
2009-10-29,1043.69,1066.83,1043.69,1066.11,5595040000,1066.11
2009-10-28,1061.51,1063.26,1042.19,1042.63,6600350000,1042.63
2009-10-27,1067.54,1072.48,1060.62,1063.41,5337380000,1063.41
2009-10-26,1080.36,1091.75,1065.23,1066.95,6363380000,1066.95
2009-10-23,1095.62,1095.83,1075.49,1079.60,4767460000,1079.60
2009-10-22,1080.96,1095.21,1074.31,1092.91,5192410000,1092.91
2009-10-21,1090.36,1101.36,1080.77,1081.40,5616290000,1081.40
2009-10-20,1098.64,1098.64,1086.16,1091.06,5396930000,1091.06
2009-10-19,1088.22,1100.17,1086.48,1097.91,4619240000,1097.91
2009-10-16,1094.67,1094.67,1081.53,1087.68,4894740000,1087.68
2009-10-15,1090.36,1096.56,1086.41,1096.56,5369780000,1096.56
2009-10-14,1078.68,1093.17,1078.68,1092.02,5406420000,1092.02
2009-10-13,1074.96,1075.30,1066.71,1073.19,4320480000,1073.19
2009-10-12,1071.63,1079.46,1071.63,1076.19,3710430000,1076.19
2009-10-09,1065.28,1071.51,1063.00,1071.49,3763780000,1071.49
2009-10-08,1060.03,1070.67,1060.03,1065.48,4988400000,1065.48
2009-10-07,1053.65,1058.02,1050.10,1057.58,4238220000,1057.58
2009-10-06,1042.02,1060.55,1042.02,1054.72,5029840000,1054.72
2009-10-05,1026.87,1042.58,1025.92,1040.46,4313310000,1040.46
2009-10-02,1029.71,1030.60,1019.95,1025.21,5583240000,1025.21
2009-10-01,1054.91,1054.91,1029.45,1029.85,5791450000,1029.85
2009-09-30,1061.02,1063.40,1046.47,1057.08,5998860000,1057.08
2009-09-29,1063.69,1069.62,1057.83,1060.61,4949900000,1060.61
2009-09-28,1045.38,1065.13,1045.38,1062.98,3726950000,1062.98
2009-09-25,1049.48,1053.47,1041.17,1044.38,4507090000,1044.38
2009-09-24,1062.56,1066.29,1045.85,1050.78,5505610000,1050.78
2009-09-23,1072.69,1080.15,1060.39,1060.87,5531930000,1060.87
2009-09-22,1066.35,1073.81,1066.35,1071.66,5246600000,1071.66
2009-09-21,1067.14,1067.28,1057.46,1064.66,4615280000,1064.66
2009-09-18,1066.60,1071.52,1064.27,1068.30,5607970000,1068.30
2009-09-17,1067.87,1074.77,1061.20,1065.49,6668110000,1065.49
2009-09-16,1053.99,1068.76,1052.87,1068.76,6793529600,1068.76
2009-09-15,1049.03,1056.04,1043.42,1052.63,6185620000,1052.63
2009-09-14,1040.15,1049.74,1035.00,1049.34,4979610000,1049.34
2009-09-11,1043.92,1048.18,1038.40,1042.73,4922600000,1042.73
2009-09-10,1032.99,1044.14,1028.04,1044.14,5191380000,1044.14
2009-09-09,1025.36,1036.34,1023.97,1033.37,5202550000,1033.37
2009-09-08,1018.67,1026.07,1018.67,1025.39,5235160000,1025.39
2009-09-04,1003.84,1016.48,1001.65,1016.40,4097370000,1016.40
2009-09-03,996.12,1003.43,992.25,1003.24,4624280000,1003.24
2009-09-02,996.07,1000.34,991.97,994.75,5842730000,994.75
2009-09-01,1019.52,1028.45,996.28,998.04,6862360000,998.04
2009-08-31,1025.21,1025.21,1014.62,1020.62,5004560000,1020.62
2009-08-28,1031.62,1039.47,1023.13,1028.93,5785780000,1028.93
2009-08-27,1027.81,1033.33,1016.20,1030.98,5785880000,1030.98
2009-08-26,1027.35,1032.47,1021.57,1028.12,5080060000,1028.12
2009-08-25,1026.63,1037.75,1026.21,1028.00,5768740000,1028.00
2009-08-24,1026.59,1035.82,1022.48,1025.57,6302450000,1025.57
2009-08-21,1009.06,1027.59,1009.06,1026.13,5885550000,1026.13
2009-08-20,996.41,1008.92,996.39,1007.37,4893160000,1007.37
2009-08-19,986.88,999.61,980.62,996.46,4257000000,996.46
2009-08-18,980.62,991.20,980.62,989.67,4198970000,989.67
2009-08-17,998.18,998.18,978.51,979.73,4088570000,979.73
2009-08-14,1012.23,1012.60,994.60,1004.09,4940750000,1004.09
2009-08-13,1005.86,1013.14,1000.82,1012.73,5250660000,1012.73
2009-08-12,994.00,1012.78,993.36,1005.81,5498170000,1005.81
2009-08-11,1005.77,1005.77,992.40,994.35,5773160000,994.35
2009-08-10,1008.89,1010.12,1000.99,1007.10,5406080000,1007.10
2009-08-07,999.83,1018.00,999.83,1010.48,6827089600,1010.48
2009-08-06,1004.06,1008.00,992.49,997.08,6753380000,997.08
2009-08-05,1005.41,1006.64,994.31,1002.72,7242120000,1002.72
2009-08-04,1001.41,1007.12,996.68,1005.65,5713700000,1005.65
2009-08-03,990.22,1003.61,990.22,1002.63,5603440000,1002.63
2009-07-31,986.80,993.18,982.85,987.48,5139070000,987.48
2009-07-30,976.01,996.68,976.01,986.75,6035180000,986.75
2009-07-29,977.66,977.76,968.65,975.15,5178770000,975.15
2009-07-28,981.48,982.35,969.35,979.62,5490350000,979.62
2009-07-27,978.63,982.49,972.29,982.18,4631290000,982.18
2009-07-24,972.16,979.79,965.95,979.26,4458300000,979.26
2009-07-23,954.07,979.42,953.27,976.29,5761650000,976.29
2009-07-22,953.40,959.83,947.75,954.07,4634100000,954.07
2009-07-21,951.97,956.53,943.22,954.58,5309300000,954.58
2009-07-20,942.07,951.62,940.99,951.13,4853150000,951.13
2009-07-17,940.56,941.89,934.65,940.38,5141380000,940.38
2009-07-16,930.17,943.96,927.45,940.74,4898640000,940.74
2009-07-15,910.15,933.95,910.15,932.68,5238830000,932.68
2009-07-14,900.77,905.84,896.50,905.84,4149030000,905.84
2009-07-13,879.57,901.05,875.32,901.05,4499440000,901.05
2009-07-10,880.03,883.57,872.81,879.13,3912080000,879.13
2009-07-09,881.28,887.86,878.45,882.68,4347170000,882.68
2009-07-08,881.90,886.80,869.32,879.56,5721780000,879.56
2009-07-07,898.60,898.60,879.93,881.03,4673300000,881.03
2009-07-06,894.27,898.72,886.36,898.72,4712580000,898.72
2009-07-02,921.24,921.24,896.42,896.42,3931000000,896.42
2009-07-01,920.82,931.92,920.82,923.33,3919400000,923.33
2009-06-30,927.15,930.01,912.86,919.32,4627570000,919.32
2009-06-29,919.86,927.99,916.18,927.23,4211760000,927.23
2009-06-26,918.84,922.00,913.03,918.90,6076660000,918.90
2009-06-25,899.45,921.42,896.27,920.26,4911240000,920.26
2009-06-24,896.31,910.85,896.31,900.94,4636720000,900.94
2009-06-23,893.46,898.69,888.86,895.10,5071020000,895.10
2009-06-22,918.13,918.13,893.04,893.04,4903940000,893.04
2009-06-19,919.96,927.09,915.80,921.23,5713390000,921.23
2009-06-18,910.86,921.93,907.94,918.37,4684010000,918.37
2009-06-17,911.89,918.44,903.78,910.71,5523650000,910.71
2009-06-16,925.60,928.00,911.60,911.97,4951200000,911.97
2009-06-15,942.45,942.45,919.65,923.72,4697880000,923.72
2009-06-12,943.44,946.30,935.66,946.21,4528120000,946.21
2009-06-11,939.04,956.23,939.04,944.89,5500840000,944.89
2009-06-10,942.73,949.77,927.97,939.15,5379420000,939.15
2009-06-09,940.35,946.92,936.15,942.43,4439950000,942.43
2009-06-08,938.12,946.33,926.44,939.14,4483430000,939.14
2009-06-05,945.67,951.69,934.13,940.09,5277910000,940.09
2009-06-04,932.49,942.47,929.32,942.46,5352890000,942.46
2009-06-03,942.51,942.51,923.85,931.76,5323770000,931.76
2009-06-02,942.87,949.38,938.46,944.74,5987340000,944.74
2009-06-01,923.26,947.77,923.26,942.87,6370440000,942.87
2009-05-29,907.02,920.02,903.56,919.14,6050420000,919.14
2009-05-28,892.96,909.45,887.60,906.83,5738980000,906.83
2009-05-27,909.95,913.84,891.87,893.06,5698800000,893.06
2009-05-26,887.00,911.76,881.46,910.33,5667050000,910.33
2009-05-22,888.68,896.65,883.75,887.00,5155320000,887.00
2009-05-21,900.42,900.42,879.61,888.33,6019840000,888.33
2009-05-20,908.62,924.60,901.37,903.47,8205060000,903.47
2009-05-19,909.67,916.39,905.22,908.13,6616270000,908.13
2009-05-18,886.07,910.00,886.07,909.71,5702150000,909.71
2009-05-15,892.76,896.97,878.94,882.88,5439720000,882.88
2009-05-14,884.24,898.36,882.52,893.07,6134870000,893.07
2009-05-13,905.40,905.40,882.80,883.92,7091820000,883.92
2009-05-12,910.52,915.57,896.46,908.35,6871750400,908.35
2009-05-11,922.99,922.99,908.68,909.24,6150600000,909.24
2009-05-08,909.03,930.17,909.03,929.23,8163280000,929.23
2009-05-07,919.58,929.58,901.36,907.39,9120100000,907.39
2009-05-06,903.95,920.28,903.95,919.53,8555040000,919.53
2009-05-05,906.10,907.70,897.34,903.80,6882860000,903.80
2009-05-04,879.21,907.85,879.21,907.24,7038840000,907.24
2009-05-01,872.74,880.48,866.10,877.52,5312170000,877.52
2009-04-30,876.59,888.70,868.51,872.81,6862540000,872.81
2009-04-29,856.85,882.06,856.85,873.64,6101620000,873.64
2009-04-28,854.48,864.48,847.12,855.16,6328000000,855.16
2009-04-27,862.82,868.83,854.65,857.51,5613460000,857.51
2009-04-24,853.91,871.80,853.91,866.23,7114440000,866.23
2009-04-23,844.62,852.87,835.45,851.92,6563100000,851.92
2009-04-22,847.26,861.78,840.57,843.55,7327860000,843.55
2009-04-21,831.25,850.09,826.83,850.08,7436489600,850.08
2009-04-20,868.27,868.27,832.39,832.39,6973960000,832.39
2009-04-17,865.18,875.63,860.87,869.60,7352009600,869.60
2009-04-16,854.54,870.35,847.04,865.30,6598670000,865.30
2009-04-15,839.44,852.93,835.58,852.06,6241100000,852.06
2009-04-14,856.88,856.88,840.25,841.50,7569840000,841.50
2009-04-13,855.33,864.31,845.35,858.73,6434890000,858.73
2009-04-09,829.29,856.91,829.29,856.56,7600710400,856.56
2009-04-08,816.76,828.42,814.84,825.16,5938460000,825.16
2009-04-07,834.12,834.12,814.53,815.55,5155580000,815.55
2009-04-06,839.75,839.75,822.79,835.48,6210000000,835.48
2009-04-03,835.13,842.50,826.70,842.50,5855640000,842.50
2009-04-02,814.53,845.61,814.53,834.38,7542809600,834.38
2009-04-01,793.59,813.62,783.32,811.08,6034140000,811.08
2009-03-31,790.88,810.48,790.88,797.87,6089100000,797.87
2009-03-30,809.07,809.07,779.81,787.53,5912660000,787.53
2009-03-27,828.68,828.68,813.43,815.94,5600210000,815.94
2009-03-26,814.06,832.98,814.06,832.86,6992960000,832.86
2009-03-25,806.81,826.78,791.37,813.88,7687180000,813.88
2009-03-24,820.60,823.65,805.48,806.12,6767980000,806.12
2009-03-23,772.31,823.37,772.31,822.92,7715769600,822.92
2009-03-20,784.58,788.91,766.20,768.54,7643720000,768.54
2009-03-19,797.92,803.24,781.82,784.04,9033870400,784.04
2009-03-18,776.01,803.04,765.64,794.35,9098449600,794.35
2009-03-17,753.88,778.12,749.93,778.12,6156800000,778.12
2009-03-16,758.84,774.53,753.37,753.89,7883540000,753.89
2009-03-13,751.97,758.29,742.46,756.55,6787089600,756.55
2009-03-12,720.89,752.63,714.76,750.74,7326630400,750.74
2009-03-11,719.59,731.92,713.85,721.36,7287809600,721.36
2009-03-10,679.28,719.60,679.28,719.60,8618329600,719.60
2009-03-09,680.76,695.27,672.88,676.53,7277320000,676.53
2009-03-06,684.04,699.09,666.79,683.38,7331830400,683.38
2009-03-05,708.27,708.27,677.93,682.55,7507249600,682.55
2009-03-04,698.60,724.12,698.60,712.87,7673620000,712.87
2009-03-03,704.44,711.67,692.30,696.33,7583230400,696.33
2009-03-02,729.57,729.57,699.70,700.82,7868289600,700.82
2009-02-27,749.93,751.27,734.52,735.09,8926480000,735.09
2009-02-26,765.76,779.42,751.75,752.83,7599969600,752.83
2009-02-25,770.64,780.12,752.89,764.90,7483640000,764.90
2009-02-24,744.69,775.49,744.69,773.14,7234489600,773.14
2009-02-23,773.25,777.85,742.37,743.33,6509300000,743.33
2009-02-20,775.87,778.69,754.25,770.05,8210590400,770.05
2009-02-19,787.91,797.58,777.03,778.94,5746940000,778.94
2009-02-18,791.06,796.17,780.43,788.42,5740710000,788.42
2009-02-17,818.61,818.61,789.17,789.17,5907820000,789.17
2009-02-13,833.95,839.43,825.21,826.84,5296650000,826.84
2009-02-12,829.91,835.48,808.06,835.19,6476460000,835.19
2009-02-11,827.41,838.22,822.30,833.74,5926460000,833.74
2009-02-10,866.87,868.05,822.99,827.16,6770169600,827.16
2009-02-09,868.24,875.01,861.65,869.89,5574370000,869.89
2009-02-06,846.09,870.75,845.42,868.60,6484100000,868.60
2009-02-05,831.75,850.55,819.91,845.85,6624030000,845.85
2009-02-04,837.77,851.85,829.18,832.23,6420450000,832.23
2009-02-03,825.69,842.60,821.98,838.51,5886310000,838.51
2009-02-02,823.09,830.78,812.87,825.44,5673270000,825.44
2009-01-30,845.69,851.66,821.67,825.88,5350580000,825.88
2009-01-29,868.89,868.89,844.15,845.14,5067060000,845.14
2009-01-28,845.73,877.86,845.73,874.09,6199180000,874.09
2009-01-27,837.30,850.45,835.40,845.71,5353260000,845.71
2009-01-26,832.50,852.53,827.69,836.57,6039940000,836.57
2009-01-23,822.16,838.61,806.07,831.95,5832160000,831.95
2009-01-22,839.74,839.74,811.29,827.50,5843830000,827.50
2009-01-21,806.77,841.72,804.30,840.24,6467830000,840.24
2009-01-20,849.64,849.64,804.47,805.22,6375230000,805.22
2009-01-16,844.45,858.13,830.66,850.12,6786040000,850.12
2009-01-15,841.99,851.59,817.04,843.74,7807350400,843.74
2009-01-14,867.28,867.28,836.93,842.62,5407880000,842.62
2009-01-13,869.79,877.02,862.02,871.79,5017470000,871.79
2009-01-12,890.40,890.40,864.32,870.26,4725050000,870.26
2009-01-09,909.91,911.93,888.31,890.35,4716500000,890.35
2009-01-08,905.73,910.00,896.81,909.73,4991550000,909.73
2009-01-07,927.45,927.45,902.37,906.65,4704940000,906.65
2009-01-06,931.17,943.85,927.28,934.70,5392620000,934.70
2009-01-05,929.17,936.63,919.53,927.45,5413910000,927.45
2009-01-02,902.99,934.73,899.35,931.80,4048270000,931.80
2008-12-31,890.59,910.32,889.67,903.25,4172940000,903.25
2008-12-30,870.58,891.12,870.58,890.64,3627800000,890.64
2008-12-29,872.37,873.70,857.07,869.42,3323430000,869.42
2008-12-26,869.51,873.74,866.52,872.80,1880050000,872.80
2008-12-24,863.87,869.79,861.44,868.15,1546550000,868.15
2008-12-23,874.31,880.44,860.10,863.16,4051970000,863.16
2008-12-22,887.20,887.37,857.09,871.63,4869850000,871.63
2008-12-19,886.96,905.47,883.02,887.88,6705310000,887.88
2008-12-18,905.98,911.02,877.44,885.28,5675000000,885.28
2008-12-17,908.16,918.85,895.94,904.42,5907380000,904.42
2008-12-16,871.53,914.66,871.53,913.18,6009780000,913.18
2008-12-15,881.07,884.63,857.72,868.57,4982390000,868.57
2008-12-12,871.79,883.24,851.35,879.73,5959590000,879.73
2008-12-11,898.35,904.63,868.73,873.59,5513840000,873.59
2008-12-10,892.17,908.27,885.45,899.24,5942130000,899.24
2008-12-09,906.48,916.26,885.38,888.67,5693110000,888.67
2008-12-08,882.71,918.57,882.71,909.70,6553600000,909.70
2008-12-05,844.43,879.42,818.41,876.07,6165370000,876.07
2008-12-04,869.75,875.60,833.60,845.22,5860390000,845.22
2008-12-03,843.60,873.12,827.60,870.74,6221880000,870.74
2008-12-02,817.94,850.54,817.94,848.81,6170100000,848.81
2008-12-01,888.61,888.61,815.69,816.21,6052010000,816.21
2008-11-28,886.89,896.25,881.21,896.24,2740860000,896.24
2008-11-26,852.90,887.68,841.37,887.68,5793260000,887.68
2008-11-25,853.40,868.94,834.99,857.39,6952700000,857.39
2008-11-24,801.20,865.60,801.20,851.81,7879440000,851.81
2008-11-21,755.84,801.20,741.02,800.03,9495900000,800.03
2008-11-20,805.87,820.52,747.78,752.44,9093740000,752.44
2008-11-19,859.03,864.57,806.18,806.58,6548600000,806.58
2008-11-18,852.34,865.90,826.84,859.12,6679470000,859.12
2008-11-17,873.23,882.29,848.98,850.75,4927490000,850.75
2008-11-14,904.36,916.88,869.88,873.29,5881030000,873.29
2008-11-13,853.13,913.01,818.69,911.29,7849120000,911.29
2008-11-12,893.39,893.39,850.48,852.30,5764180000,852.30
2008-11-11,917.15,917.15,884.90,898.95,4998340000,898.95
2008-11-10,936.75,951.95,907.47,919.21,4572000000,919.21
2008-11-07,907.44,931.46,906.90,930.99,4931640000,930.99
2008-11-06,952.40,952.40,899.73,904.88,6102230000,904.88
2008-11-05,1001.84,1001.84,949.86,952.77,5426640000,952.77
2008-11-04,971.31,1007.51,971.31,1005.75,5531290000,1005.75
2008-11-03,968.67,975.57,958.82,966.30,4492280000,966.30
2008-10-31,953.11,984.38,944.59,968.75,6394350000,968.75
2008-10-30,939.38,963.23,928.50,954.09,6175830000,954.09
2008-10-29,939.51,969.97,922.26,930.09,7077800000,930.09
2008-10-28,848.92,940.51,845.27,940.51,7096950400,940.51
2008-10-27,874.28,893.78,846.75,848.92,5558050000,848.92
2008-10-24,895.22,896.30,852.85,876.77,6550050000,876.77
2008-10-23,899.08,922.83,858.44,908.11,7184180000,908.11
2008-10-22,951.67,951.67,875.81,896.78,6147980000,896.78
2008-10-21,980.40,985.44,952.47,955.05,5121830000,955.05
2008-10-20,943.51,985.40,943.51,985.40,5175640000,985.40
2008-10-17,942.29,984.64,918.74,940.55,6581780000,940.55
2008-10-16,909.53,947.71,865.83,946.43,7984500000,946.43
2008-10-15,994.60,994.60,903.99,907.84,6542330000,907.84
2008-10-14,1009.97,1044.31,972.07,998.01,8161990400,998.01
2008-10-13,912.75,1006.93,912.75,1003.35,7263369600,1003.35
2008-10-10,902.31,936.36,839.80,899.22,11456230400,899.22
2008-10-09,988.42,1005.25,909.19,909.92,6819000000,909.92
2008-10-08,988.91,1021.06,970.97,984.94,8716329600,984.94
2008-10-07,1057.60,1072.91,996.23,996.23,7069209600,996.23
2008-10-06,1097.56,1097.56,1007.97,1056.89,7956020000,1056.89
2008-10-03,1115.16,1153.82,1098.14,1099.23,6716120000,1099.23
2008-10-02,1160.64,1160.64,1111.43,1114.28,6285640000,1114.28
2008-10-01,1164.17,1167.03,1140.77,1161.06,5782130000,1161.06
2008-09-30,1113.78,1168.03,1113.78,1166.36,4937680000,1166.36
2008-09-29,1209.07,1209.07,1106.42,1106.42,7305060000,1106.42
2008-09-26,1204.47,1215.77,1187.54,1213.27,5383610000,1213.27
2008-09-25,1187.87,1220.03,1187.87,1209.18,5877640000,1209.18
2008-09-24,1188.79,1197.41,1179.79,1185.87,4820360000,1185.87
2008-09-23,1207.61,1221.15,1187.06,1188.22,5185730000,1188.22
2008-09-22,1255.37,1255.37,1205.61,1207.09,5332130000,1207.09
2008-09-19,1213.11,1265.12,1213.11,1255.08,9387169600,1255.08
2008-09-18,1157.08,1211.14,1133.50,1206.51,10082689600,1206.51
2008-09-17,1210.34,1210.34,1155.88,1156.39,9431870400,1156.39
2008-09-16,1188.31,1214.84,1169.28,1213.60,9459830400,1213.60
2008-09-15,1250.92,1250.92,1192.70,1192.70,8279510400,1192.70
2008-09-12,1245.88,1255.09,1233.81,1251.70,6273260000,1251.70
2008-09-11,1229.04,1249.98,1211.54,1249.05,6869249600,1249.05
2008-09-10,1227.50,1243.90,1221.60,1232.04,6543440000,1232.04
2008-09-09,1267.98,1268.66,1224.51,1224.51,7380630400,1224.51
2008-09-08,1249.50,1274.42,1247.12,1267.79,7351340000,1267.79
2008-09-05,1233.21,1244.94,1217.23,1242.31,5017080000,1242.31
2008-09-04,1271.80,1271.80,1232.83,1236.83,5212500000,1236.83
2008-09-03,1276.61,1280.60,1265.59,1274.98,5056980000,1274.98
2008-09-02,1287.83,1303.04,1272.20,1277.58,4783560000,1277.58
2008-08-29,1296.49,1297.59,1282.74,1282.83,3288120000,1282.83
2008-08-28,1283.79,1300.68,1283.79,1300.68,3854280000,1300.68
2008-08-27,1271.29,1285.05,1270.03,1281.66,3499610000,1281.66
2008-08-26,1267.03,1275.65,1263.21,1271.51,3587570000,1271.51
2008-08-25,1290.47,1290.47,1264.87,1266.84,3420600000,1266.84
2008-08-22,1277.59,1293.09,1277.59,1292.20,3741070000,1292.20
2008-08-21,1271.07,1281.40,1265.22,1277.72,4032590000,1277.72
2008-08-20,1267.34,1276.01,1261.16,1274.54,4555030000,1274.54
2008-08-19,1276.65,1276.65,1263.11,1266.69,4159760000,1266.69
2008-08-18,1298.14,1300.22,1274.51,1278.60,3829290000,1278.60
2008-08-15,1293.85,1302.05,1290.74,1298.20,4041820000,1298.20
2008-08-14,1282.11,1300.11,1276.84,1292.93,4064000000,1292.93
2008-08-13,1288.64,1294.03,1274.86,1285.83,4787600000,1285.83
2008-08-12,1304.79,1304.79,1285.64,1289.59,4711290000,1289.59
2008-08-11,1294.42,1313.15,1291.41,1305.32,5067310000,1305.32
2008-08-08,1266.29,1297.85,1262.11,1296.32,4966810000,1296.32
2008-08-07,1286.51,1286.51,1264.29,1266.07,5319380000,1266.07
2008-08-06,1283.99,1291.67,1276.00,1289.19,4873420000,1289.19
2008-08-05,1254.87,1284.88,1254.67,1284.88,1219310000,1284.88
2008-08-04,1253.27,1260.49,1247.45,1249.01,4562280000,1249.01
2008-08-01,1269.42,1270.52,1254.54,1260.31,4684870000,1260.31
2008-07-31,1281.37,1284.93,1265.97,1267.38,5346050000,1267.38
2008-07-30,1264.52,1284.33,1264.52,1284.26,5631330000,1284.26
2008-07-29,1236.38,1263.20,1236.38,1263.20,5414240000,1263.20
2008-07-28,1257.76,1260.09,1234.37,1234.37,4282960000,1234.37
2008-07-25,1253.51,1263.23,1251.75,1257.76,4672560000,1257.76
2008-07-24,1283.22,1283.22,1251.48,1252.54,6127980000,1252.54
2008-07-23,1278.87,1291.17,1276.06,1282.19,6705830000,1282.19
2008-07-22,1257.08,1277.42,1248.83,1277.00,6180230000,1277.00
2008-07-21,1261.82,1267.74,1255.70,1260.00,4630640000,1260.00
2008-07-18,1258.22,1262.23,1251.81,1260.68,5653280000,1260.68
2008-07-17,1246.31,1262.31,1241.49,1260.32,7365209600,1260.32
2008-07-16,1214.65,1245.52,1211.39,1245.36,6738630400,1245.36
2008-07-15,1226.83,1234.35,1200.44,1214.91,7363640000,1214.91
2008-07-14,1241.61,1253.50,1225.01,1228.30,5434860000,1228.30
2008-07-11,1248.66,1257.27,1225.35,1239.49,6742200000,1239.49
2008-07-10,1245.25,1257.65,1236.76,1253.39,5840430000,1253.39
2008-07-09,1273.38,1277.36,1244.57,1244.69,5181000000,1244.69
2008-07-08,1251.84,1274.17,1242.84,1273.70,6034110000,1273.70
